ID ,Text,Sentiment_text,Sentiment_label
1320,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់  ,Positive ,
1321,សំឡេងច្រៀងរបស់អ្នកមានភាពស្រស់ស្អាត  ,Negative ,
1322,បទចម្រៀងនេះអាចដាក់ចិត្តបាន  ,positive,
1323,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានស្ថានភាពពេញចិត្ត  ,Positive,
1324,សំឡេងច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រស់ស្អាត  ,Positive,
1325,បទចម្រៀងនេះអស្ចារ្យពេក  ,Negative,
1326,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់  ,Positive,
1327,សំឡេងច្រៀងរបស់អ្នកកាន់តែមានភាពល្អ  ,Negative,
1328,បទចម្រៀងនេះមានសំណិទ្ធិពិត  ,Negative,
1329,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្អុយ  ,Negative,
1330,សំឡេងច្រៀងរបស់អ្នកមានភាពត្រឹមត្រូវ  ,Positive ,
1331,បទចម្រៀងនេះអាចពេញចិត្ត  ,Positive,
1332,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រស់ស្អាត  ,Negative,
1333,សំឡេងច្រៀងរបស់អ្នកមានភាពកក់ក្ដៅ  ,Negative,
1334,បទចម្រៀងនេះមានការច្រៀងអស្ចារ្យ  ,Positive,
1335,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានចិត្តស្ងួត  ,Negative,
1336,សំឡេងច្រៀងរបស់អ្នកកាន់តែស្រស់ស្អាត  ,Negative,
1337,បទចម្រៀងនេះមានអារម្មណ៍ចិត្ត  ,Positive,
1338,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់  ,Positive,
1339,សំឡេងច្រៀងរបស់អ្នកមានស្ទីលពិសេស  ,Positive,
1340,បទចម្រៀងនេះពិតជាអស្ចារ្យ  ,positive,
1341,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់  ,Positive,
1342,សំឡេងច្រៀងរបស់អ្នកកាន់តែទាន់សម័យ  ,Positive,
1343,បទចម្រៀងនេះមានការច្រៀងអស្ចារ្យ  ,Positive,
1344,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់  ,Positive,
1345,សំឡេងច្រៀងរបស់អ្នកមានភាពស្រស់ស្អាត  ,Negative,
1346,បទចម្រៀងនេះអាចដាក់ចិត្តបាន  ,Positive ,
1347,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានស្ថានភាពពេញចិត្ត  ,Positive ,
1348,សំឡេងច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រស់ស្អាត  ,Negative,
1349,បទចម្រៀងនេះអស្ចារ្យពេក  ,Negative,
1350,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់  ,Positive ,
1351,សំឡេងច្រៀងរបស់អ្នកកាន់តែមានភាពល្អ  ,Positive ,
1352,បទចម្រៀងនេះមានសំណិទ្ធិពិត  ,Negative,
1353,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្អុយ  ,Negative,
1354,សំឡេងច្រៀងរបស់អ្នកមានភាពត្រឹមត្រូវ  ,Positive ,
1355,បទចម្រៀងនេះអាចពេញចិត្ត  ,Positive ,
1356,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រស់ស្អាត  ,Positive,
1357,សំឡេងច្រៀងរបស់អ្នកមានភាពកក់ក្ដៅ  ,Positive,
1358,បទចម្រៀងនេះមានការច្រៀងអស្ចារ្យ  ,Negative,
1359,ច្រៀងរបស់អ្នកមានអារម្មណ៍ស្រស់ស្អាតណាស់,Positive,
1360,បទចម្រៀងនេះធ្វើឲ្យខ្ញុំមានចិត្តស្ងួត,Negative,
1361,សំឡេងច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំសប្បាយចិត្ត,Positive,
1362,បទចម្រៀងនេះមានអារម្មណ៍ខ្លាំង,Positive,
1363,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំទំនួលចិត្ត,Positive,
1364,បទចម្រៀងនេះក្លាយជាទំនុកចិត្តរបស់ខ្ញុំ,Positive,
1365,សម្លេងច្រៀងរបស់អ្នកពេញនិយម,Positive,
1366,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់,Positive ,
1367,សំឡេងច្រៀងរបស់អ្នកមានស្ទីលពិសេស,Positive ,
1368,បទចម្រៀងនេះពិតជាអស្ចារ្យ,Positive ,
1369,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់,Positive ,
1370,សំឡេងច្រៀងរបស់អ្នកមានភាពស្រស់ស្អាត,Positive ,
1371,បទចម្រៀងនេះអាចដាក់ចិត្តបាន,Positive ,
1372,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានស្ថានភាពពេញចិត្ត,Positive ,
1373,សំឡេងច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រស់ស្អាត,Positive,
1374,បទចម្រៀងនេះអស្ចារ្យពេក,Positive,
1375,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់,Negative ,
1376,សំឡេងច្រៀងរបស់អ្នកកាន់តែទាន់សម័យ,Positive,
1377,បទចម្រៀងនេះមានការច្រៀងអស្ចារ្យ,Positive ,
1378,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់,Positive ,
1379,សំឡេងច្រៀងរបស់អ្នកមានភាពកក់ក្ដៅ,Positive ,
1380,បទចម្រៀងនេះមានសំណិទ្ធិពិត,Positive ,
1381,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្អុយ,Negative,
1382,សំឡេងច្រៀងរបស់អ្នកមានភាពត្រឹមត្រូវ,Positive,
1383,បទចម្រៀងនេះអាចពេញចិត្ត,Positive,
1384,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រស់ស្អាត,Positive,
1385,សំឡេងច្រៀងរបស់អ្នកមានភាពកក់ក្ដៅ,Positive,
1386,បទចម្រៀងនេះមានការច្រៀងអស្ចារ្យ,Positive ,
1387,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានចិត្តស្ងួត,Positive,
1388,សំឡេងច្រៀងរបស់អ្នកកាន់តែស្រស់ស្អាត,Positive ,
1389,បទចម្រៀងនេះមានអារម្មណ៍ចិត្ត,Negative,
1390,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់,Positive ,
1391,សំឡេងច្រៀងរបស់អ្នកមានស្ទីលពិសេស,Positive,
1392,បទចម្រៀងនេះពិតជាអស្ចារ្យ,Positive,
1393,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់,Positive,
1394,សំឡេងច្រៀងរបស់អ្នកកាន់តែទាន់សម័យ,Positive,
1395,បទចម្រៀងនេះមានការច្រៀងអស្ចារ្យ,Positive ,
1396,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់,Positive ,
1397,សំឡេងច្រៀងរបស់អ្នកមានភាពស្រស់ស្អាត,Positive ,
1398,បទចម្រៀងនេះអាចដាក់ចិត្តបាន,Positive ,
1399,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានស្ថានភាពពេញចិត្ត,Positive ,
1400,សំឡេងច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រស់ស្អាត,Positive ,
1401,បទចម្រៀងនេះអស្ចារ្យពេក,Negative,
1402,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្រឡាញ់,Positive ,
1403,សំឡេងច្រៀងរបស់អ្នកកាន់តែមានភាពល្អ,Positive ,
1404,បទចម្រៀងនេះមានសំណិទ្ធិពិត,Positive ,
1405,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្អុយ,Negative ,
1406,សំឡេងច្រៀងរបស់អ្នកមានភាពត្រឹមត្រូវ,Positive,
1407,បទចម្រៀងនេះអាចពេញចិត្ត,Positive,
1408,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រស់ស្អាត,Positive,
1409,សំឡេងច្រៀងរបស់អ្នកមានភាពកក់ក្ដៅ,Positive,
1410,បទចម្រៀងនេះមានការច្រៀងអស្ចារ្យ,Positive ,
1411,រឿងនេះមានសាច់ដៃដ៏អស្ចារ្យ និងមានការចងចាំដល់អស់,positive,
1412,ការរចនាសម្រួលក្នុងរឿងធ្វើឲ្យមានភាពស្រស់ស្អាតបំផុត,Positive,
1413,រឿងនេះបង្ហាញពីភាពកក់ក្តៅរបស់អារម្មណ៍,Positive,
1414,សំឡេងសម្ដែងក្នុងរឿងមានភាពផ្អែមតាមរឿង,Positive,
1415,រឿងនេះមានភាពភ្ញាក់ផ្អើលដ៏អស្ចារ្យ,Positive,
1416,ដំណើររឿងអាចបង្ហាញនូវភាពអស្ចារ្យ,Positive ,
1417,ការរៀបចំតំណភ្ជាប់ក្នុងរឿងគឺស្អាត និងជាប់ព្រឺត,Negative,
1418,រឿងនេះសំដែងដោយចលនាដ៏ទាក់ទាញ,Positive ,
1419,ការចាក់បញ្ញក់ក្នុងរឿងធ្វើឲ្យការសម្របសម្រួលมีភាពស្រស់ស្អាត,Positive ,
1420,ឯកសត់របស់រឿងគឺទាក់ទាញចិត្ត,Positive ,
1421,ការចាត់តាំងទីតាំងក្នុងរឿងធ្វើឲ្យមានភាពទាក់ទាញ,Positive ,
1422,រឿងនេះមានភាពអស្ចារ្យដែលអាចចាប់ផ្តើមក្តីស្រលាញ់,Positive ,
1423,ការបង្ហាញភាពចងចាំរបស់រឿងធ្វើឲ្យមានភាពស្រស់ស្អាត,Positive,
1424,ដំណើររឿងអាចបង្ហាញនូវភាពទាក់ទាញដែលពិភាក្សាសម្រស់,Positive,
1425,ការចាក់បញ្ញក់ក្នុងរឿងធ្វើឲ្យមានភាពកក់ក្តៅ,Positive,
1426,រឿងនេះបង្ហាញពីការស្រាវជ្រាវដ៏ល្អ,Positive,
1427,ការវាយតម្លៃរបស់រឿងគឺមានភាពឆ្លងកាត់,positive,
1428,ដំណើររឿងអាចបង្ហាញនូវភាពអស្ចារ្យ,Positive ,
1429,ការវាយតម្លៃរបស់រឿងមានភាពពិភាក្សា,Positive ,
1430,រឿងនេះសំដែងដោយមានការវិភាគដ៏អស្ចារ្យ,Positive ,
1431,ការពិភាក្សាសម្រស់របស់រឿងធ្វើឲ្យវាពិតជាស្អាត,Positive,
1432,ឯកសត់របស់រឿងធ្វើឲ្យមានការពិភាក្សានិងការគិតស្រលាញ់,positive,
1433,រឿងនេះសំដែងដោយគោលការណ៍ដែលទាក់ទាញចិត្ត,Positive,
1434,ការបង្ហាញភីលរបស់រឿងគឺមានភាពផ្អែមចាប់ផ្តើម,Positive,
1435,រឿងនេះមានភាពអស្ចារ្យដែលអាចទាក់ទាញចិត្ត,Positive,
1436,ការវាយតម្លៃដ៏ពិសេសរបស់រឿងធ្វើឲ្យមានការពិភាក្សាសម្រស់ស្អាត,Positive ,
1437,ឯកសត់របស់រឿងធ្វើឲ្យមានការពិភាក្សានិងការគិតស្រលាញ់,Positive,
1438,រឿងនេះសំដែងដោយគោលការណ៍ដែលទាក់ទាញចិត្ត,Positive ,
1439,ការបង្ហាញភីលរបស់រឿងគឺមានភាពផ្អែមចាប់ផ្តើម,Negative ,
1440,រឿងនេះមានភាពអស្ចារ្យដែលអាចទាក់ទាញចិត្ត,Positive ,
1441,ការវាយតម្លៃដ៏ពិសេសរបស់រឿងធ្វើឲ្យមានការពិភាក្សាសម្រស់ស្អាត,Positive,
1442,ឯកសត់របស់រឿងធ្វើឲ្យមានការពិភាក្សានិងការគិតស្រលាញ់,Positive,
1443,រឿងនេះបង្ហាញពីការស្ថានភាពទាក់ទាញ,Positive,
1444,ការជម្រះរបស់រឿងមានភាពសម្តែងបញ្ចុះ,Negative ,
1445,ការជ្រើសរើសអក្សរជារបស់រឿងមានភាពអស្ចារ្យ,Positive ,
1446,ដំណើររឿងបង្ហាញពីភាពឆ្លងកាត់គួរឲ្យកត់សម្គាល់,Positive ,
1447,ការរៀបចំពន្លឺក្នុងរឿងធ្វើឲ្យមានភាពស្រស់ស្អាត,Positive ,
1448,រឿងនេះសំដែងដោយមានការចេះគ្រាដ៏គួរឱ្យចាប់អារម្មណ៍,Positive ,
1449,សំណងរបស់រឿងមានភាពផ្អែមតាមរឿង,Positive ,
1450,រឿងនេះបង្ហាញពីការតែងតាំងទីតាំងដ៏ទាក់ទាញ,Positive ,
1451,ការវិភាគរបស់រឿងសំដែងអោយឃើញពីភាពយ៉ាងពិសេស,Positive ,
1452,រឿងនេះមានការចាក់ទាញចិត្តដ៏អស្ចារ្យ,Positive ,
1453,ការវាយតម្លៃរបស់រឿងមានភាពគួរឱ្យគិតស្រលាញ់,Positive ,
1454,រឿងនេះបង្ហាញពីភាពស្រស់ស្អាតរបស់សណ្តាប់ថត,Negative ,
1455,ការចាក់បញ្ញក់របស់រឿងធ្វើឲ្យមានភាពកក់ក្តៅ,Positive,
1456,រឿងនេះមានការវិភាគច្បាស់លាស់ដល់សាច់ដៃ,Negative ,
1457,សំនាញរបស់រឿងសំដែងអោយឃើញពីភាពសម្តែង,Negative ,
1458,ការច្រៀងរបស់រឿងធ្វើឲ្យមានភាពកក់ក្តៅ,Positive,
1459,រឿងនេះបង្ហាញពីភាពផ្អែមស្រអាប់,Negative,
1460,ដំណើររឿងសំដែងអោយឃើញពីភាពចងចាំ,Positive ,
1461,រឿងនេះបង្ហាញពីការដេញចិត្តក្តីស្រលាញ់,Negative ,
1462,ការវាយតម្លៃរបស់រឿងមានភាពឆ្លងកាត់គួរឲ្យអស្ចារ្យ,Positive,
1463,រឿងនេះមានភាពចម្ខោចរបស់បន្ទុះនិងសំលេង,Negative ,
1464,ការវិភាគរបស់រឿងសំដែងអោយឃើញពីភាពស្រស់ស្អាត,Negative,
1465,រឿងនេះមានភាពដូចជាវិបត្តិស្រកបញ្ចប់,Negative ,
1466,ការចាក់តាំងរបស់រឿងធ្វើឲ្យមានភាពស្រស់ស្អាត,Negative ,
1467,រឿងនេះបង្ហាញពីការបង្ហាញដ៏អស្ចារ្យ,Positive ,
1468,ការវាយតម្លៃរបស់រឿងធ្វើឲ្យមានការជ្រើសរើសនិងការគិតស្រលាញ់,Positive ,
1469,រឿងនេះបង្ហាញពីភាពទាក់ទាញចិត្ត,Positive ,
1470,ការវិភាគរបស់រឿងមានភាពដូចជាស្រកបញ្ចប់,Negative ,
1471,ការចាត់តាំងរបស់រឿងធ្វើឲ្យមានភាពស្រស់ស្អាត,Negative ,
1472,រឿងនេះបង្ហាញពីភាពសម្តែងសាច់ដៃសម្រួល,Negative ,
1473,ការវាយតម្លៃរបស់រឿងមានភាពចម្ខោចរបស់បន្ទុះ,Negative ,
1474,រឿងនេះបង្ហាញពីភាពទាក់ទាញចិត្ត,Positive,
1475,រឿងនេះបង្ហាញពីភាពកក់ក្តៅរបស់អារម្មណ៍,Positive,
1476,ដំណើររឿងអាចបង្ហាញនូវភាពទាក់ទាញ,Positive,
1477,ការវាយតម្លៃរបស់រឿងធ្វើឲ្យមានភាពពិភាក្សា,Positive ,
1478,រឿងនេះបង្ហាញពីភាពអស្ចារ្យ,Positive,
1479,ការងារបន្តិចបន្តួចរបស់រឿងធ្វើឲ្យមានភាពអស្ចារ្យ,Positive ,
1480,ដំណើររឿងគឺមានភាពអស្ចារ្យ,Positive ,
1481,រឿងនេះសំដែងដោយមានភាពស្រស់ស្អាត,Positive,
1482,ការច្រៀងរបស់រឿងធ្វើឲ្យមានភាពទាក់ទាញ,Negative ,
1483,រឿងនេះបង្ហាញពីការជំរុញឱ្យក្លាយជាមនុស្សល្អ,Positive,
1484,ដំណើររឿងសំដែងអោយឃើញពីភាពគួរឱ្យស្រលាញ់,Positive,
1485,ការងារអ្នកសម្តែងធ្វើឲ្យមានភាពជាក់ស្រាក,Negative ,
1486,រឿងនេះបង្ហាញពីការបង្ហាញភាពខុសគ្នា,Positive ,
1487,ដំណើររឿងអាចបង្ហាញនូវភាពផ្អែមរបស់អារម្មណ៍,Negative ,
1488,ការងារបន្ទុះនិងសំលេងរបស់រឿងមានភាពស្រស់ស្អាត,Negative ,
1489,រឿងនេះសំដែងដោយមានការចេះត្រឹមត្រូវ,Positive ,
1490,ការវាយតម្លៃរបស់រឿងសំដែងអោយឃើញពីភាពចម្ខោច,Negative ,
1491,រឿងនេះបង្ហាញពីការស្រាវជ្រាវរបស់គេ,Positive ,
1492,ដំណើររឿងគឺមានភាពចម្ខោច,Positive ,
1493,រឿងនេះបង្ហាញពីភាពជោគជ័យ,Positive ,
1494,ការចាត់តាំងរបស់រឿងធ្វើឲ្យមានភាពស្រស់ស្អាត,Negative ,
1495,រឿងនេះសំដែងដោយមានភាពឆ្លងកាត់,Positive ,
1496,រឿងនេះបង្ហាញពីការជ្រើសរើសស្នាដៃដ៏គួរឱ្យចាប់អារម្មណ៍,Positive ,
1497,ដំណើររឿងបង្ហាញអោយឃើញពីភាពជោគជ័យ,Positive ,
1498,រឿងនេះមានភាពផ្អែមនៃស្នេហ៍,Negative ,
1499,ការវាយតម្លៃរបស់រឿងសំដែងអោយឃើញពីភាពចម្ខោច,Negative ,
1500,រឿងនេះបង្ហាញពីភាពដូចជាពិត,Positive ,
1501,ដំណើររឿងគឺមានភាពអស្ចារ្យ,Positive ,
1502,ការចាក់តាំងរបស់រឿងធ្វើឲ្យមានភាពស្រស់ស្អាត,Negative ,
1503,រឿងនេះសំដែងដោយមានការចេះត្រឹមត្រូវ,Positive ,
1504,រឿងនេះបង្ហាញពីការចេះរបស់អ្នកសម្តែង,Positive,
1505,ដំណើររឿងបង្ហាញអោយឃើញពីភាពសម្រស់,Positive ,
1506,រឿងនេះសំដែងដោយមានភាពជោគជ័យ,Positive ,
1507,ការវាយតម្លៃរបស់រឿងសំដែងអោយឃើញពីភាពចម្ខោច,Negative ,
1508,រឿងនេះបង្ហាញពីភាពធូរធុង,Negative ,
1509,ដំណើររឿងអាចបង្ហាញនូវភាពស្រស់ស្អាត,Positive ,
1510,ការងារបន្តិចបន្តួចរបស់រឿងធ្វើឲ្យមានភាពអស្ចារ្យ,Positive ,
1511,រឿងនេះសំដែងដោយមានភាពស្អាត,Positive ,
1512,ការវាយតម្លៃរបស់រឿងមានភាពឆ្លងកាត់,Positive ,
1513,ដំណើររឿងមានភាពអស្ចារ្យ,Positive ,
1514,រឿងនេះបង្ហាញពីការគិតស្រលាញ់ដ៏អស្ចារ្យ,Positive ,
1515,ដំណើររឿងអាចបង្ហាញនូវភាពអស្ចារ្យ,Positive ,
1516,រឿងនេះបង្ហាញពីភាពស្រស់ស្អាតរបស់សណ្តាប់ថត,Negative ,
1517,ការចាក់តាំងរបស់រឿងធ្វើឲ្យមានភាពស្រស់ស្អាត,Negative ,
1518,រឿងនេះសំដែងដោយមានការចេះត្រឹមត្រូវ,Positive ,
1519,ការវាយតម្លៃរបស់រឿងសំដែងអោយឃើញពីភាពចម្ខោច,Negative ,
1520,រឿងនេះបង្ហាញពីភាពដូចជាពិត,Positive ,
1521,ដំណើររឿងគឺមានភាពអស្ចារ្យ,Positive ,
1522,ការវាយតម្លៃរបស់រឿងមានភាពពិភាក្សា,Positive ,
1523,រឿងនេះបង្ហាញពីភាពជោគជ័យ,Positive ,
1524,ការវាយតម្លៃរបស់រឿងមានភាពកក់ក្តៅ,Positive ,
1525,រឿងនេះបង្ហាញពីការពិភាក្សាសម្រស់,Negative,
1526,ដំណើររឿងមានភាពអស្ចារ្យ,Positive ,
1527,ការវាយតម្លៃរបស់រឿងសំដែងអោយឃើញពីភាពចម្ខោច,Negative ,
1528,រឿងនេះសំដែងដោយមានភាពឆ្លងកាត់,Positive ,
1529,រឿងនេះបង្ហាញពីការគិតស្រលាញ់ដ៏អស្ចារ្យ,Positive,
1530,ការចាក់តាំងរបស់រឿងធ្វើឲ្យមានភាពស្រស់ស្អាត,Negative ,
1531,រឿងនេះបង្ហាញពីភាពស្រស់ស្អាតរបស់សណ្តាប់ថត,Negative,
1532,ការវាយតម្លៃរបស់រឿងសំដែងអោយឃើញពីភាពចម្ខោច,Negative ,
1533,រឿងនេះបង្ហាញពីភាពដូចជាពិត,Positive ,
1534,ដំណើររឿងគឺមានភាពអស្ចារ្យ,Positive ,
1535,ការវាយតម្លៃរបស់រឿងមានភាពឆ្លងកាត់,Positive,
1536,ស្អាតសង្ហាហើយច្រៀងពីរោះទៀត,Positive,
1538,អ៊ែមណាស់សុំសរសើ,Positive,
1539,ល្បីហើយគិតពីសុខភាពផង,Negative,
1540,ប្រយ័ត្នមានលុយច្រើនអត់បានចាយ,Negative,
1541,ថ្ងៃណាមួយនឹងបានស្តាប់ចម្រៀង,Negative,
1542,សមត្តភាពមិនធម្មតា,Positive,
1543,ពិរោះ លូយ,Positive,
1544,អេមណាស់មេ,Positive,
1545,ទទួលយកបទពិសោធន៍ថ្មី ,Positive,
1546,ជូនពរបងប្អូនសុខសប្បាយ,Positive,
1547,មួយៗតែខ្លឹម,Positive,
1548,មិនធ្វើអោយហ្វេនខកបំណងទេ,Positive,
1549,បទនេះស្ដាប់ហើយមានកម្លាំងស៊ូទៅមុខបន្ត កុំចុះចាញ់,Positive,
1550,ចាប់ផ្ដើមធ្វើរឿងណាដែលថ្មី ដើម្បីបង្កើតទំព័រជីវិតថ្មី,Negative,
1551,លូយប្រូ,Positive,
1552,មានន័យជ្រៅជាងស្រាផែនដី,Positive,
1553,ស្តាប់ហេីយមានអារម្មណ័ស្រស់ស្រាយ,Positive,
1554,️ ខ្ញុំនៅក្នុងអារម្មណ៍អ្នក,Negative,
1555,អេមណាស់សម្លេងបង,Positive,
1556,អត្ថន័យល្អណាស់បង,Positive,
1557,គ្រាន់តែជាអតីតសំខាន់បច្ចុប្បន្ន,Positive,
1558,សំខាន់ការពិតនៅតែជាការពិត,Positive,
1559,ស្ដាប់ហើយចង់ស្តាប់ទៀត,Positive,
1560,មួយបទនេះងាយស្រួលស្ដាប់,Positive,
1561,កំពូលអ្នកលេងចុងជួន​,Positive,
1562,អេម​ណាស់,Positive,
1563,ស្តាបមួយថ្ងៃប្រាំដង,Positive,
1564,តែចម្រៀងនេះមានន័យជ្រៅ និងលើកទឹកចិត្ត,Positive,
1565,បទនេះឡូម្លេះមានន័យដូចបងវណ្ណដាដែរ,Positive,
1566,អត្ថន័យកប់ខ្លាំងៗ,Positive,
1567,មួយបទពេញចិត្ត,Positive,
1568,មានន័យណាស់,Positive,